-395,16465,0.0113339424
-396,23844,0.0330181122
-410,23434,0.0437529087
-378,23056,0.0544800758
-387,22669,0.0652070045
-379,22290,0.07593894
-382,21908,0.0866510868
-347,21561,0.0973379612
-375,21186,0.1080060005
-361,20825,0.1186749935
-342,20483,0.1293570995
-356,20127,0.140034914
-353,19774,0.150728941
-372,19402,0.1614079475
-364,19038,0.1721899509
-350,18688,0.1829919815
-353,18335,0.1936171055
-347,17988,0.204253912
-351,17637,0.2148480415
-324,17313,0.2255599499
-353,16960,0.2362520695
-323,16637,0.2469389439
-340,24140,0.2684779167
-333,23807,0.2791619301
-337,23470,0.2902050018
-329,23141,0.3009688854
-323,22818,0.3117239475
-302,22516,0.3224439621
-307,22209,0.3331069946
-300,21909,0.3437240124
-294,21615,0.354279995
-295,21320,0.3648810387
-292,21028,0.3754529953
-304,20724,0.3860330582
-276,20448,0.3966469765
-284,20164,0.4072639942
-286,19878,0.4179000854
-299,19579,0.4284939766
-275,19304,0.4391388893
-304,19000,0.4498019218
-290,18710,0.4604671001
-286,18424,0.4711489677
-277,18147,0.4818150997
-257,17890,0.4924809933
-286,17604,0.5031719208
-264,17340,0.5138521194
-266,17074,0.5245139599
-251,16823,0.5351860523
-279,16544,0.5458340645
-264,24208,0.5673890114
-244,23964,0.5780909061
-271,23693,0.5888190269
-254,23439,0.5995140076
-235,23204,0.610243082
-258,22946,0.6208500862
-223,22723,0.6315069199
-238,22485,0.642154932
-245,22240,0.6528880596
-216,22024,0.6636219025
-224,21800,0.6743299961
-235,21565,0.6850299835
-223,21342,0.6956899166
-218,21124,0.706430912
-215,20909,0.7170860767
-214,20695,0.7277300358
-212,20483,0.7383871078
-208,20275,0.7490890026
-207,20068,0.7597720623
-208,19860,0.7704670429
-204,19656,0.7811698914
-204,19452,0.7924320698
-213,19239,0.8035309315
-207,19032,0.8142170906
-213,18819,0.8248500824
-189,18630,0.8354580402
-192,18438,0.8460049629
-203,18235,0.8565979004
-187,18048,0.8672049046
-186,17862,0.877876997
-177,17685,0.888504982
-178,17507,0.8991980553
-167,17340,0.91010499
-186,17154,0.9208209515
-158,16996,0.9315459728
-182,16814,0.9422190189
-166,16648,0.9529650211
-151,16497,0.963684082
-148,24364,0.9853858948
-174,24190,0.9961709976
-140,24050,1.0068769455
-149,23901,1.0175609589
-151,23750,1.0283150673
-160,23590,1.0390338898
-129,23461,1.0498449802
-154,23307,1.060710907
-140,23167,1.0715339184
-121,23046,1.082365036
-134,22912,1.0933070183
-130,22782,1.1040859222
-144,22638,1.1151199341
-123,22515,1.1259410381
-106,22409,1.1367280483
-134,22275,1.1475241184
-100,22175,1.158246994
-130,22045,1.1690249443
-97,21948,1.1798150539
-123,21825,1.190682888
-91,21734,1.2014949322
-106,21628,1.212223053
-117,21511,1.2229580879
-88,21423,1.2337839603
-115,21308,1.2447309494
-86,21222,1.2555289268
-110,21112,1.2663431168
-93,21019,1.2770419121
-92,20927,1.2878489494
-76,20851,1.2986729145
-102,20749,1.3094038963
-72,20677,1.3201498985
-98,20579,1.3308939934
-66,20513,1.3416678905
-78,20435,1.3524649143
-75,20360,1.3632810116
-75,20285,1.3740980625
-73,20212,1.3849608898
-72,20140,1.3957769871
-84,20056,1.4065380096
-55,20001,1.4173369408
-67,19934,1.4281380177
-65,19869,1.4389231205
-63,19806,1.4497361183
-60,19746,1.4605491161
-70,19676,1.4713499546
-40,19636,1.4821500778
-52,19584,1.4929070473
-51,19533,1.5036799908
-64,19469,1.5144870281
-51,19418,1.5251889229
-35,19383,1.5358550549
-46,19337,1.5464289188
-45,19292,1.557133913
-44,19248,1.5677919388
-41,19207,1.5784869194
-56,19151,1.5891730785
-23,19128,1.599848032
-51,19077,1.6105051041
-21,19056,1.6211459637
-46,19010,1.6318230629
-30,18980,1.6424629688
-27,18953,1.6531360149
-10,18943,1.6638710499
-22,18921,1.6746230125
-17,18904,1.6852910519
-30,18874,1.6959750652
0,18874,1.7066040039
-27,18847,1.7172520161
4,18851,1.7279379368
-8,18843,1.7386450768
-6,18837,1.7493050098
-7,18830,1.7599909306
-18,18812,1.7706489563
11,18823,1.7813270092
-4,18819,1.7919108868
-13,18806,1.8026258945
-1,18805,1.8133211136
14,18819,1.8240280151
0,18819,1.8346469402
1,18820,1.8453040123
-1,18819,1.8559319973
-12,18807,1.8666260242
13,18820,1.8772130013
-15,18805,1.8878910542
2,18807,1.8986160755
-3,18804,1.9093039036
0,18804,1.9199419022
16,18820,1.9305920601
-1,18819,1.9412539005
2,18821,1.9519569874
-15,18806,1.962624073
0,18806,1.9733300209
0,18806,1.9840199947
13,18819,1.9946839809
-13,18806,2.005384922
0,18806,2.0161390305
13,18819,2.0268990993
-13,18806,2.0376310349
14,18820,2.048363924
-15,18805,2.0590379238
0,18805,2.0696890354
1,18806,2.0804131031
-2,18804,2.0910520554
1,18805,2.1019330025
0,18805,2.1126110554
15,18820,2.1233038902
0,18820,2.1339859962
-1,18819,2.1447529793
-13,18806,2.1554179192
-1,18805,2.1660470963
16,18821,2.1767919064
-2,18819,2.1874599457
1,18820,2.1983969212
-14,18806,2.2091588974
14,18820,2.2197899818
0,18820,2.2304239273
-1,18819,2.2410879135
-14,18805,2.251748085
1,18806,2.2623898983
0,18806,2.2730650902
13,18819,2.2837259769
0,18819,2.2944068909
-14,18805,2.3053328991
15,18820,2.3159880638
-15,18805,2.3267478943
15,18820,2.3374071121
-1,18819,2.3480820656
2,18821,2.3587610722
-2,18819,2.369492054
1,18820,2.3801720142
1,18821,2.3908240795
-1,18820,2.4015190601
-15,18805,2.412168026
14,18819,2.4228379726
1,18820,2.4336299896
0,18820,2.4442989826
-14,18806,2.4550220966
14,18820,2.4657111168
1,18821,2.4763760567
-2,18819,2.4870910645
0,18819,2.497854948
1,18820,2.5087389946
-14,18806,2.5194060802
14,18820,2.5301840305
1,18821,2.5409879684
-1,18820,2.5517830849
1,18821,2.562623024
-2,18819,2.5734779835
2,18821,2.5843110085
0,18821,2.59501791
-16,18805,2.6057219505
14,18819,2.6164619923
2,18821,2.6272320747
-1,18820,2.6379830837
-1,18819,2.6489109993
0,18819,2.6596279144
1,18820,2.6705060005
-14,18806,2.6812150478
0,18806,2.6918070316
0,18806,2.7024610043
-1,18805,2.7132129669
14,18819,2.7239220142
0,18819,2.7346410751
0,18819,2.7456259727
-12,18807,2.7564299107
-1,18806,2.7671289444
15,18821,2.777848959
-16,18805,2.788670063
14,18819,2.7992899418
2,18821,2.8100171089
-1,18820,2.8208041191
0,18820,2.8314681053
-15,18805,2.8421490192
1,18806,2.8529500961
1,18807,2.8636529446
-1,18806,2.8743910789
15,18821,2.8851079941
-16,18805,2.8961360455
1,18806,2.9070820808
14,18820,2.9177489281
0,18820,2.9284710884
0,18820,2.9392230511
-1,18819,2.950083971
1,18820,2.9608039856
1,18821,2.9714679718
-15,18806,2.9823269844
15,18821,2.9931359291
-16,18805,3.0038769245
1,18806,3.0146579742
-2,18804,3.0256640911
15,18819,3.0364360809
1,18820,3.0471060276
0,18820,3.0577549934
-13,18807,3.0685310364
13,18820,3.0792529583
-1,18819,3.0899400711
1,18820,3.1007709503
0,18820,3.1114580631
-15,18805,3.1222100258
15,18820,3.1331470013
-14,18806,3.14387393
-1,18805,3.1546471119
2,18807,3.1653490067
-1,18806,3.17614007
14,18820,3.1868550777
0,18820,3.197510004
1,18821,3.2082960606
-1,18820,3.2189860344
-14,18806,3.2306420803
14,18820,3.2413508892
0,18820,3.2522399426
-16,18804,3.2629389763
2,18806,3.2736449242
14,18820,3.2842819691
-15,18805,3.2949149609
15,18820,3.3057179451
-15,18805,3.3165090084
1,18806,3.3273699284
0,18806,3.3381149769
15,18821,3.3488559723
-2,18819,3.3596150875
2,18821,3.3703050613
-2,18819,3.3810899258
2,18821,3.391849041
-2,18819,3.4026510715
-13,18806,3.4134249687
-1,18805,3.4241940975
2,18807,3.4348781109
13,18820,3.4456679821
-14,18806,3.4564659595
0,18806,3.4672749043
13,18819,3.4781041145
0,18819,3.4889140129
-13,18806,3.4996800423
0,18806,3.5105218887
-1,18805,3.521337986
1,18806,3.5320129395
0,18806,3.5427598953
-2,18804,3.5535709858
2,18806,3.5644009113
13,18819,3.5751669407
-13,18806,3.5858440399
13,18819,3.5965490341
-13,18806,3.6072659492
14,18820,3.6180319786
-15,18805,3.6289269924
1,18806,3.6396729946
15,18821,3.6503460407
-15,18806,3.6610379219
0,18806,3.6717090607
13,18819,3.6824150085
0,18819,3.6930649281
-13,18806,3.7038419247
14,18820,3.714564085
0,18820,3.7253270149
0,18820,3.7359480858
-1,18819,3.7465848923
0,18819,3.7571249008
1,18820,3.7680060863
1,18821,3.7786870003
-1,18820,3.7894210815
-1,18819,3.8001339436
2,18821,3.8109519482
-2,18819,3.8217329979
1,18820,3.8325340748
-15,18805,3.8432788849
14,18819,3.8540730476
-13,18806,3.8649311066
1,18807,3.8756549358
-2,18805,3.8863880634
16,18821,3.8970489502
-1,18820,3.9078640938
-14,18806,3.9187090397
0,18806,3.9294569492
0,18806,3.9401669502
13,18819,3.9507761002
-13,18806,3.9614870548
14,18820,3.9721128941
1,18821,3.9828650951
-17,18804,3.9935560226
0,18804,4.0043120384
3,18807,4.0153310299
12,18819,4.0261390209
0,18819,4.0369849205
-14,18805,4.0476710796
2,18807,4.0583450794
13,18820,4.0690689087
-1,18819,4.0798869133
0,18819,4.0906329155
-13,18806,4.1014349461
15,18821,4.1122300625
-15,18806,4.1230049133
13,18819,4.1337690353
-13,18806,4.1445651054
-1,18805,4.1553070545
15,18820,4.1660850048
-14,18806,4.1769139767
-1,18805,4.1876530647
1,18806,4.1983718872
14,18820,4.209084034
0,18820,4.219933033
1,18821,4.2306520939
0,18821,4.2414259911
-15,18806,4.2521760464
13,18819,4.2630050182
1,18820,4.273786068
-1,18819,4.2844789028
1,18820,4.2952969074
-15,18805,4.3060200214
1,18806,4.3169178963
-1,18805,4.3276779652
1,18806,4.3383660316
14,18820,4.3491070271
1,18821,4.35988307
-16,18805,4.3707718849
1,18806,4.3814880848
13,18819,4.3921630383
1,18820,4.402962923
1,18821,4.4137659073
-17,18804,4.4244670868
17,18821,4.4352149963
-2,18819,4.4460089207
1,18820,4.4568920135
-14,18806,4.4676721096
13,18819,4.4783639908
0,18819,4.4890089035
1,18820,4.4998190403
1,18821,4.5105481148
-2,18819,4.5212829113
-13,18806,4.5321071148
-1,18805,4.5429151058
15,18820,4.5536971092
-15,18805,4.5645370483
16,18821,4.5752799511
-15,18806,4.58604002
0,18806,4.5968089104
0,18806,4.607530117
1,18807,4.6184580326
14,18821,4.6293809414
0,18821,4.6402740479
-1,18820,4.6509809494
-15,18805,4.6617279053
14,18819,4.6724669933
-15,18804,4.6832299232
17,18821,4.6938920021
0,18821,4.7046320438
0,18821,4.7153520584
-16,18805,4.725992918
15,18820,4.7367389202
0,18820,4.7473270893
-1,18819,4.7579119205
-12,18807,4.7684280872
12,18819,4.7790219784
1,18820,4.7896130085
-1,18819,4.8001520634
1,18820,4.8106999397
1,18821,4.8212931156
0,18821,4.8319449425
-15,18806,4.8426349163
0,18806,4.8531870842
-1,18805,4.8638050556
14,18819,4.8748209476
-13,18806,4.885379076
13,18819,4.8960790634
0,18819,4.9067659378
-13,18806,4.917593956
13,18819,4.9284369946
0,18819,4.9392089844
-13,18806,4.9498720169
13,18819,4.9606258869
-14,18805,4.9713671207
14,18819,4.9820759296
1,18820,4.9928278923
0,18820,5.0036869049
-14,18806,5.0144178867
15,18821,5.0252029896
-1,18820,5.036000967
-1,18819,5.0467660427
0,18819,5.0575060844
2,18821,5.0682170391
-16,18805,5.0789279938
16,18821,5.0896759033
-1,18820,5.1004669666
1,18821,5.1112549305
-15,18806,5.1220149994
0,18806,5.1328599453
14,18820,5.1436460018
-14,18806,5.1544020176
0,18806,5.1651039124
14,18820,5.175868988
0,18820,5.1866519451
-1,18819,5.1974470615
0,18819,5.2082159519
-14,18805,5.2190129757
15,18820,5.2297840118
-15,18805,5.2405838966
2,18807,5.2514200211
-1,18806,5.2621529102
1,18807,5.2730059624
13,18820,5.2838199139
-1,18819,5.294656992
2,18821,5.3054220676
-15,18806,5.3160479069
14,18820,5.3267989159
0,18820,5.3376829624
1,18821,5.3484580517
-17,18804,5.3591909409
