current
32128
32064
32896
32896
32256
33408
33472
34304
34816
33856
34624
33664
33664
32768
33280
33728
32640
34048
33984
31232
33856
31104
32768
33408
32896
33216
32640
33216
32768
32768
32704
33472
32512
32960
33344
31936
32768
33088
33792
32768
33024
32832
32576
33536
33280
33536
33216
33152
32960
32000
33344
33792
33216
32896
32704
32640
29312
33856
34048
32768
32512
32704
34048
33472
33152
32896
32576
32704
33728
33856
33536
32896
31552
32768
32640
33984
33664
33024
32704
32960
32704
32640
33344
32832
29760
34176
34432
33408
33280
32768
32704
32960
31040
32832
34432
32768
34112
29568
33152
32896
33600
32704
30464
33984
34176
34368
33792
32960
34496
29696
34560
33408
35456
33088
34624
32832
33344
33472
34176
34368
34304
33856
33024
33024
31104
34880
34752
33728
33152
33152
32896
29696
34368
34048
33408
33088
31808
32960
33664
33792
33024
32896
29952
33856
33472
33216
33024
30784
34880
34432
33600
33664
34688
33856
33472
35136
34176
33728
31488
36416
34368
33920
33920
33280
31296
33984
34880
34624
33920
33536
34112
35008
33728
33216
33216
33152
31360
36736
30080
36928
35264
34880
31744
33856
33920
33536
33344
33280
31232
31552
35072
35072
34880
33920
34048
34368
33664
35520
35392
34880
30720
37440
34304
32384
34304
33728
34816
33792
32640
35584
33792
35008
33344
33344
34944
33664
30528
32448
32256
31296
32960
30464
33024
31808
34496
33792
30464
34048
33984
33984
33664
34304
34176
33792
37952
34816
35776
33536
32512
35968
35584
34432
30592
31680
31936
33600
35904
36032
35200
34560
35264
37120
35392
34944
34112
30464
33792
35904
36032
35328
35264
34240
33792
35968
35136
34240
32320
32576
35904
36224
35008
34368
33984
33408
37760
35520
34304
33920
31296
38912
36096
35648
36224
37632
38080
35904
35584
35840
35968
32960
39168
36032
35136
34304
36416
35008
34944
34048
32960
35392
34368
34368
33088
38208
36672
34560
34880
34816
35648
34304
35648
34560
31296
32320
39488
37376
36672
36096
35264
31872
35392
39168
38976
33856
33344
38848
36864
35840
35072
34560
34240
34304
39488
39232
36288
36992
34944
36288
36736
35840
34752
31744
40000
37888
37120
36224
35456
34880
33024
36416
36032
34880
34624
35840
38720
35840
37440
36352
35008
34368
40640
39232
35392
32320
33920
40384
36352
40000
37184
36928
37120
35584
37184
37312
31680
37120
35328
36544
35968
35520
40256
38080
37568
37248
37248
32256
34304
36672
40640
37184
37376
36032
36672
33728
37440
35904
35776
32000
36352
32128
40128
36608
41664
36416
40000
40768
37376
37376
35136
34816
35712
36352
37120
35136
37312
41344
35840
37952
33472
37248
36672
35968
36864
33792
33728
36032
36096
36224
32832
34240
37760
37824
38016
37888
36224
36096
37056
41728
36480
35136
37888
37696
36608
35328
38336
36608
34880
36032
37120
40576
40320
40256
38080
42560
38016
38208
36160
33536
34688
37312
33920
38272
38784
41664
37504
34048
38592
34560
38592
40832
42880
38208
42880
41856
36608
38400
37952
34816
38720
35136
38080
38528
36416
42112
38400
36480
43456
38208
38016
36736
38784
38656
38528
38784
40896
40704
36096
38720
43136
36288
41792
34368
35712
37824
41856
37312
43840
43840
39296
37888
34432
34624
40960
38912
40256
35136
35328
34624
34560
38400
34880
39552
39168
38400
42752
43072
44352
39616
38592
39360
44352
39424
35968
39936
40192
36864
40192
44160
37504
40128
43904
37120
43456
40960
37824
41152
41536
40320
36864
39616
36032
37760
38720
37312
38272
40000
37568
39168
44864
39616
39680
37248
38720
39744
44608
37824
36480
36672
37504
39616
40640
43776
38464
38336
42688
39680
43840
38656
43712
42496
40960
37568
38976
42176
37376
37632
41600
41792
43072
37184
40448
38208
39616
38464
38080
39232
38016
37440
38784
41152
37696
38528
39744
39936
41728
45632
42112
47040
46784
47104
42112
40768
42176
41344
42560
39296
40000
38464
42880
44928
38656
38784
43136
38400
39040
44416
45568
42112
42176
47040
45312
45120
40832
38592
40832
40000
39616
40768
39168
38912
39936
45760
45632
44160
39616
40768
41600
41088
41216
41280
43136
41408
42368
44288
40064
40640
41920
43776
43136
48768
48704
46656
45248
43520
43840
48064
46400
41920
43648
44480
41088
40256
44224
49536
41728
41408
44416
43968
43264
47680
42880
44672
41088
44224
49536
43072
48896
49344
42816
47616
46592
42368
45952
50560
43200
46016
49280
46144
45952
49792
42752
45120
50368
48832
47232
46080
46848
45056
48000
49856
51264
49472
49408
44160
45376
47936
45184
45632
52672
49344
45504
45312
45952
46784
47488
46656
47296
48576
46592
47040
47616
45760
46336
46720
47232
47808
48384
48064
45952
46976
47552
49536
50368
52032
48000
49088
48576
50368
49920
54528
52992
52800
51200
52416
54656
51136
50944
50432
50112
50752
53824
47744
47616
50816
49216
50752
50944
47936
49024
51200
52928
49152
49792
50304
51264
51328
53056
49088
49280
49600
50432
50944
54720
49088
48640
50176
50944
51008
51456
52096
50816
51200
52288
49984
48960
50432
51008
51840
55488
50304
52736
50496
50816
56000
50560
51008
51520
52800
54528
51072
55040
50752
51840
51776
52416
53184
54464
51648
52224
53376
55936
51456
52672
52480
52160
52736
54016
51584
52736
53056
53824
54272
54336
57856
51840
53888
54656
55104
57408
55680
52992
53504
53504
54336
58048
53568
54272
54784
53888
54272
54912
55744
54080
54272
54272
55296
55616
57728
54272
54976
55232
54528
55232
56064
54784
55232
56128
57536
54528
55424
55744
56000
55936
56320
58048
55744
56256
56896
53888
55040
57408
55680
55360
55680
56000
55104
55744
55616
56960
57920
55552
55936
56192
56576
56896
56192
56576
57024
56320
56896
57536
56576
56064
58240
56768
57152
57536
56320
56896
57280
57344
57984
56384
57344
57728
55616
57216
57600
57728
57024
56896
57280
57216
55744
56704
57472
56000
57280
57600
57856
56832
57344
57152
57472
57792
58368
56640
57408
57472
57664
57856
55680
58624
56256
57664
57792
57920
57984
57920
57984
57216
57856
57664
57792
57984
57920
57920
57984
57984
57920
57792
58560
57984
58560
57984
57920
57856
58048
58048
57920
58048
58048
57984
58112
58112
57984
58048
58048
58048
58432
58112
58048
57920
58048
58048
58048
57920
58112
58048
58624
58048
58048
58048
58176
58112
58112
58112
58112
58112
58112
