current
38592
36096
38592
38976
36096
38912
42048
41920
36160
34496
41792
38848
35136
38272
34816
36992
38464
35520
35136
42944
39040
35264
39360
40704
42688
36544
35584
38016
38848
39936
37184
38848
36480
36096
41728
37888
39040
36416
38016
37760
40128
34304
42048
34432
43712
37312
38144
41600
41088
38528
38976
36672
42880
36352
38656
34816
43840
36032
34624
38080
38656
37760
39040
38592
36352
41344
35776
42240
38976
38784
34304
41280
35712
37696
38784
37888
38720
36544
38912
38656
36416
41152
38400
39040
35968
41856
40896
35968
41792
36224
39360
38336
37632
38656
35136
42944
38656
37056
39936
36288
