current
641.27999999999997
1282.5599999999999
1928.96
2604.8000000000002
3262.7199999999998
3929.5999999999999
4582.3999999999996
5276.1599999999999
5950.7200000000003
6626.5600000000004
7283.1999999999998
7950.0799999999999
8627.2000000000007
9309.4400000000005
9980.1599999999999
10607.360000000001
11272.959999999999
11956.48
12638.719999999999
13304.32
13963.52
14636.799999999999
15292.16
15936.0
16611.84
17203.200000000001
17863.68
18534.400000000001
19183.360000000001
19838.720000000001
20455.68
21104.639999999999
21765.119999999999
22430.720000000001
23091.200000000001
23760.639999999999
24416.0
25054.720000000001
25730.560000000001
26392.32
27031.040000000001
27644.16
28303.360000000001
28971.52
29626.880000000001
30282.240000000002
30935.040000000001
31594.240000000002
32245.759999999998
32920.32
32942.080000000002
32954.879999999997
32963.839999999997
32958.720000000001
32970.239999999998
32961.279999999999
32986.879999999997
32971.519999999997
32947.199999999997
32925.440000000002
32947.199999999997
32939.519999999997
32944.639999999999
32926.720000000001
32916.480000000003
32949.760000000002
32880.639999999999
32785.919999999998
32773.120000000003
32778.239999999998
32785.919999999998
32782.080000000002
32802.559999999998
32840.959999999999
32825.599999999999
32913.919999999998
32934.400000000001
32919.040000000001
32951.040000000001
32976.639999999999
33036.800000000003
33040.639999999999
33063.68
33054.720000000001
33080.32
33064.959999999999
33082.879999999997
33113.599999999999
33139.199999999997
33143.040000000001
33189.120000000003
33251.839999999997
33265.919999999998
33277.440000000002
33292.800000000003
33295.360000000001
33315.839999999997
33315.839999999997
33331.199999999997
33268.480000000003
33216.0
33223.68
33231.360000000001
33150.720000000001
33163.519999999997
33172.480000000003
33149.440000000002
33163.519999999997
33204.480000000003
33207.040000000001
33212.160000000003
33227.519999999997
33136.639999999999
33154.559999999998
33187.839999999997
33118.720000000001
33204.480000000003
33236.480000000003
33160.959999999999
33149.440000000002
33171.199999999997
33164.800000000003
33157.120000000003
33150.720000000001
33182.720000000001
33192.959999999999
33168.639999999999
33199.360000000001
33213.440000000002
33198.080000000002
33182.720000000001
33226.239999999998
